Gender,Height,Weight,BMI,Status
Female,156,72,29.772635799251976,Obesity I
Male,191,82,22.36582715909237,Normal
Female,150,59,26.03535772047853,Obesity I
Male,193,55,14.876347355620561,Underweight
Male,166,74,26.860727401646983,Obesity I
Female,161,89,34.108723710700545,Obesity II
Male,178,70,22.020483445465285,Normal
Male,168,54,19.147766706088834,Normal
Male,172,73,24.670762732790678,Overweight
Male,188,73,20.769513457906516,Normal
Male,186,57,16.481877362029007,Underweight
Male,160,51,19.949993774789096,Normal
Male,169,117,40.97416223627937,Obesity II
Female,153,71,30.597036514669515,Obesity II
Male,190,116,32.02927439941667,Obesity II
Female,181,66,20.209520669704034,Normal
Female,159,98,38.709825615259874,Obesity II
Female,178,49,15.386596848875113,Underweight
Male,186,101,29.109823436510837,Obesity I
Female,147,77,35.55391216440448,Obesity II
Male,170,70,24.302533855780784,Overweight
Female,150,69,30.64183574350105,Obesity II
Female,147,93,42.70522724334082,Obesity II
Male,189,83,23.142732801978823,Overweight
Female,161,100,38.43634738706098,Obesity II
Female,183,47,14.085880076557759,Underweight
Female,148,85,38.928670994364104,Obesity II
Female,177,89,28.4555230996166,Obesity I
Male,188,68,19.262614670699044,Normal
Male,182,105,31.592661911625246,Obesity II
Female,151,90,39.6338392532266,Obesity II
Male,179,87,27.06368597169797,Obesity I
Male,158,111,44.45111077686465,Obesity II
Male,159,114,44.95500979811796,Obesity II
Male,177,114,36.24101482452114,Obesity II
Male,182,80,24.268876446308184,Overweight
Male,163,73,27.234899857393614,Obesity I
Male,164,60,22.324437184852865,Normal
Male,162,97,37.150002130613046,Obesity II
Female,164,75,27.846030884754214,Obesity I
Female,157,48,19.489025632990714,Normal
Male,181,98,29.933764522463846,Obesity II
Male,158,58,23.459574988369347,Overweight
Male,168,112,40.04981400513473,Obesity II
Female,148,66,29.999755789695556,Obesity II
Male,170,73,25.15311718807723,Obesity I
Female,163,76,28.55016189401999,Obesity I
Female,171,76,25.86550500716412,Obesity I
Male,176,79,25.34717849118466,Obesity I
Male,192,75,20.227068736813962,Normal
Male,185,54,15.6165452381395,Underweight
Male,176,100,32.33673923104104,Obesity II
Female,160,85,33.38652980935688,Obesity II
Female,153,100,42.7542683064104,Obesity II
Male,179,99,31.04073722666319,Obesity II
Male,166,84,30.533365176820883,Obesity II
Male,186,73,21.214769102603057,Normal
Female,178,49,15.524217856579302,Underweight
Male,163,65,24.511454115895773,Overweight
Male,193,78,20.876768304814064,Normal
Male,188,93,26.250128182304742,Obesity I
Female,160,63,24.492835305030503,Overweight
Male,193,60,16.28918136381984,Underweight
Male,168,115,40.85854048388121,Obesity II
Female,162,56,21.556356563857964,Normal
Male,162,60,22.958759708778974,Overweight
Male,184,72,21.1868500491134,Normal
Male,175,94,30.647594355177098,Obesity II
Male,173,97,32.38765111747919,Obesity II
Female,164,54,20.029413105104386,Normal
Male,178,83,26.170373594633705,Obesity I
Female,160,59,23.352324042123357,Overweight
Female,148,62,28.135339788286064,Obesity I
Male,190,60,16.640897277541047,Underweight
Female,157,75,30.217278525710885,Obesity II
Female,171,80,27.440036677173943,Obesity I
Male,171,114,39.181786258647726,Obesity II
Male,179,64,19.93663390141443,Normal
Male,186,119,34.39574392106232,Obesity II
Male,162,97,36.70795219606762,Obesity II
Female,171,43,14.804965764452879,Underweight
Male,192,87,23.66782415473958,Overweight
Male,164,101,37.72510138371209,Obesity II
Male,190,110,30.632980032097134,Obesity II
Female,156,61,25.030302836119834,Obesity I
Male,187,92,26.292690692698105,Obesity I
Male,170,53,18.43715179801175,Underweight
Female,148,68,31.013873986239197,Obesity II
Male,189,56,15.732900771624545,Underweight
Male,161,83,32.19548516381246,Obesity II
Female,156,100,41.13437272577128,Obesity II
Female,165,97,35.893555625296514,Obesity II
Male,171,83,28.625237053106392,Obesity I
Female,170,67,23.321504890934527,Overweight
Male,184,65,19.31467955651569,Normal
Male,169,54,18.884158028816213,Normal
Female,177,48,15.215485451246817,Underweight
Male,179,51,16.01552340183982,Underweight
Female,154,64,27.08897287381646,Obesity I
Male,182,78,23.335321966438855,Overweight
Male,193,79,21.310937882645355,Normal
Female,150,77,34.30029621211042,Obesity II
Male,179,93,28.969780653670732,Obesity I
Female,166,85,31.05221351815227,Obesity II
Male,173,110,36.410235573637685,Obesity II
Female,179,83,26.033271958565532,Obesity I
Male,167,98,35.08551016825474,Obesity II
Female,148,48,21.78412332030222,Normal
Female,149,57,25.851341278478987,Obesity I
Male,163,99,37.40829182405771,Obesity II
Female,180,88,27.208851946772292,Obesity I
Female,178,63,19.95813102442458,Normal
Male,170,85,29.489902827816458,Obesity I
Female,170,46,15.878589045772895,Underweight
Male,165,76,27.743814944452897,Obesity I
Female,166,52,19.068918584946502,Normal
Male,157,93,37.71936967124174,Obesity II
Female,161,74,28.41503155195154,Obesity I
Female,157,52,20.933248332792267,Normal
Male,180,56,17.4235579591229,Underweight
Male,180,88,27.084961530413203,Obesity I
Female,158,68,27.2200492622635,Obesity I
Male,187,53,15.179936095110683,Underweight
Male,158,66,26.58789476969314,Obesity I
Female,158,96,38.303012501890194,Obesity II
Female,175,68,21.998701127071467,Normal
Male,183,84,25.02407366123431,Obesity I
Female,164,91,33.86912361324508,Obesity II
Female,181,80,24.566163676302228,Overweight
Male,163,61,22.78842219376074,Normal
Male,183,106,31.416235624229962,Obesity II
Male,193,93,24.95377437855935,Obesity I
Female,171,78,26.79559570942067,Obesity I
Female,162,82,31.101009794929343,Obesity II
Male,178,101,31.927210632006343,Obesity II
Female,182,82,24.911608204332246,Obesity I
Female,180,78,24.31709109925755,Overweight
Female,152,72,31.245072330191427,Obesity II
Male,179,91,28.212763263802756,Obesity I
Female,151,89,39.291741115397954,Obesity II
Male,162,108,41.567522296272536,Obesity II
Male,177,110,35.19973927400302,Obesity II
Male,177,117,37.2784668148804,Obesity II
Female,158,63,25.15024002247453,Obesity I
Male,159,91,35.708737563813884,Obesity II
Female,175,44,14.355496216732549,Underweight
Female,182,94,28.38861663589591,Obesity I
Male,163,107,40.463236362417895,Obesity II
Female,153,81,34.71447819793387,Obesity II
Male,192,79,21.430178539565247,Normal
Female,182,83,25.064146378251962,Obesity I
Female,155,83,34.75222206050899,Obesity II
Female,155,91,38.03128773373309,Obesity II
Male,173,92,30.769106658675273,Obesity II
Male,191,57,15.707715736695043,Underweight
Male,183,59,17.528822319800476,Underweight
Male,172,56,18.983582278310188,Normal
Male,160,84,32.95374943745216,Obesity II
Female,174,77,25.394467469389898,Obesity I
Female,148,70,31.824350668278335,Obesity II
Female,153,70,29.684847979604893,Obesity I
Male,166,52,18.950057421065623,Normal
Female,151,43,18.70806891452508,Normal
Female,148,48,21.99529020666786,Normal
Male,170,115,39.70296816457726,Obesity II
Male,173,76,25.42774928833085,Obesity I
Female,179,50,15.596300951423617,Underweight
Male,164,63,23.438202263394274,Overweight
Male,183,104,30.9538148413192,Obesity II
Female,155,96,39.82312848750718,Obesity II
Female,178,83,26.128135115816374,Obesity I
Male,181,54,16.538295406970022,Underweight
Male,178,62,19.645527836852356,Normal
Female,165,53,19.60741125757131,Normal
Female,172,43,14.604241339266542,Underweight
Male,162,85,32.56327934987958,Obesity II
Male,167,119,42.83327255177152,Obesity II
Male,172,115,38.914753588472834,Obesity II
Female,147,96,44.31866974663464,Obesity II
Male,185,90,26.543687186099614,Obesity I
Female,155,51,21.422378924669054,Normal
Female,166,49,17.72252510634574,Underweight
Male,158,107,42.73226203031399,Obesity II
Female,167,83,29.566971736456857,Obesity I
Female,183,43,12.913366505060146,Underweight
Female,150,75,33.33065232952431,Obesity II
Male,183,112,33.61132638230373,Obesity II
Male,189,107,29.939816815760267,Obesity II
Male,178,114,35.99527682616107,Obesity II
Female,154,84,35.47770294558364,Obesity II
Female,173,74,24.825662932673865,Overweight
Female,152,81,35.382597940326484,Obesity II
Male,165,84,31.052581099549077,Obesity II
Male,192,55,15.095045250676058,Underweight
Male,186,81,23.41974191238093,Overweight
Male,170,92,31.655214357480403,Obesity II
Male,164,73,27.300358188719265,Obesity I
Female,172,60,20.36755245284523,Normal
Male,185,52,14.979006814830203,Underweight
Female,152,44,19.189855005884343,Normal
Male,167,67,24.118950376147914,Overweight
Female,173,65,21.550602677579988,Normal
Male,179,62,19.45866072737226,Normal
Male,158,91,36.29421046785326,Obesity II
Female,178,49,15.39250719894964,Underweight
Male,184,94,27.72103546318058,Obesity I
Male,171,62,21.316881396606917,Normal
Male,173,96,32.15439953605643,Obesity II
Female,178,57,18.04849983235955,Underweight
Female,159,86,34.00772031124666,Obesity II
Female,160,83,32.29037145015716,Obesity II
Female,168,62,21.96123020910856,Normal
Female,178,98,30.89560882570288,Obesity II
Female,166,51,18.523513295478477,Normal
Female,158,99,39.5943595789072,Obesity II
Female,161,76,29.114800691519765,Obesity I
Female,156,62,25.51649321239188,Obesity I
Male,186,89,25.58992915537552,Obesity I
Female,151,75,33.07392781090367,Obesity II
Male,164,85,31.572465089233486,Obesity II
Female,164,72,26.885667266394766,Obesity I
Female,148,60,27.26993340519869,Obesity I
Female,148,60,27.515956547825574,Obesity I
Female,158,64,25.658722825157362,Obesity I
Female,155,66,27.30103188420783,Obesity I
Female,152,83,35.93604276578809,Obesity II
Male,160,108,42.537832467839735,Obesity II
Male,175,57,18.60009452920278,Normal
Female,177,61,19.61986801856848,Normal
Male,186,113,32.5546340788138,Obesity II
Female,172,85,28.584602705699435,Obesity I
Female,166,57,20.601501666040022,Normal
Female,160,90,34.97781628815541,Obesity II
Female,162,67,25.50978235670813,Obesity I
Female,164,72,26.672083119939902,Obesity I
Female,155,59,24.619319121891987,Overweight
Female,157,55,22.089059919585377,Normal
Male,169,97,33.58875361391959,Obesity II
Male,166,69,24.866146297576147,Overweight
Female,176,53,16.9957023664772,Underweight
Female,154,62,25.9588270675065,Obesity I
Male,188,76,21.498861548906454,Normal
Female,164,71,26.236710354627824,Obesity I
Male,183,110,32.860296510463,Obesity II
Female,176,52,16.81291773407094,Underweight
Male,168,74,26.230248611365937,Obesity I
Female,172,85,28.777971935479048,Obesity I
Male,165,96,35.402038408984744,Obesity II
Male,169,64,22.584117771727392,Normal
Male,174,57,18.967648974582104,Normal
Female,163,83,31.260845017519188,Obesity II
Male,163,92,34.341701975244405,Obesity II
Female,150,90,40.05975286348528,Obesity II
Female,158,80,32.10372093493817,Obesity II
Female,170,81,27.845741838907976,Obesity I
Male,183,90,26.666218843925098,Obesity I
Male,187,97,27.942413392763246,Obesity I
Female,176,64,20.805116060561257,Normal
Female,183,89,26.53640803022393,Obesity I
Female,168,97,34.38409143816641,Obesity II
Female,166,44,15.955923929124982,Underweight
Male,186,100,28.7774492474307,Obesity I
Male,162,64,24.613028344349456,Overweight
Female,175,84,27.513174625445597,Obesity I
Female,168,67,23.916103520419604,Overweight
Female,149,67,30.097864760362967,Obesity II
Male,186,108,31.227451227415767,Obesity II
Male,168,78,27.740036197122386,Obesity I
Female,165,88,32.47534838235424,Obesity II
Male,175,63,20.590109776077238,Normal
Male,165,64,23.29577836998763,Overweight
Male,167,77,27.814063382223853,Obesity I
Male,163,105,39.557677442984705,Obesity II
Female,168,72,25.625077697946374,Obesity I
Female,152,48,20.57585285133362,Normal
Female,155,99,40.783769197160964,Obesity II
Female,180,74,22.63664394520205,Normal
Female,172,65,21.87414833852763,Normal
Female,175,46,15.007016369436045,Underweight
Female,156,93,38.09521406131708,Obesity II
Male,169,67,23.50935100798284,Overweight
Male,174,102,33.64016977995499,Obesity II
Male,158,110,44.100895398371584,Obesity II
Male,173,96,31.935813289333147,Obesity II
Male,177,51,16.50132307801478,Underweight
Female,150,50,22.29669161832557,Normal
Female,180,82,25.20310806777534,Obesity I
Male,157,95,38.43664228331632,Obesity II
Female,149,72,32.436119256505336,Obesity II
Male,162,110,41.55309293898653,Obesity II
Male,179,76,23.90365935448177,Overweight
Male,164,96,35.747690802858806,Obesity II
Female,168,70,24.714302568088915,Overweight
Female,158,99,39.70188900414565,Obesity II
Male,192,119,32.168197020301626,Obesity II
Male,192,104,28.428731775195395,Obesity I
Female,174,64,21.07989107231345,Normal
Female,182,97,29.4387944670172,Obesity I
Female,170,100,34.57081369530093,Obesity II
Female,163,60,22.610749609838575,Normal
Male,181,78,23.814338571933746,Overweight
Male,173,73,24.39040397748559,Overweight
Male,164,86,31.885107688930276,Obesity II
Male,192,107,28.89015107539512,Obesity I
Male,174,94,31.16551966277123,Obesity II
Female,172,71,24.204004118439173,Overweight
Female,156,55,22.45796677455776,Normal
Female,180,46,14.264210024423575,Underweight
Female,152,92,39.89470448131073,Obesity II
Female,155,48,19.973468315032925,Normal
Male,182,83,25.050866692652857,Obesity I
Male,189,55,15.431643898949035,Underweight
Male,179,78,24.10928336196876,Overweight
Male,175,97,31.932508550552164,Obesity II
Female,168,78,27.72852976887793,Obesity I
Female,153,68,29.02410456023641,Obesity I
Male,160,61,23.791699438287033,Overweight
Male,173,85,28.397276593195212,Obesity I
Male,163,58,21.959247523103176,Normal
Female,162,45,17.227310372943297,Underweight
Female,169,74,25.938656245287607,Obesity I
Male,165,63,23.173777217480634,Overweight
Female,152,50,21.58077604034827,Normal
Female,169,79,27.5228327806862,Obesity I
Male,185,64,18.909898548011228,Normal
Male,178,53,16.63181245433036,Underweight
Female,183,77,23.129860928708297,Overweight
Male,169,60,21.05393804122785,Normal
Female,176,72,23.22195648738205,Overweight
Male,191,95,25.957572408464173,Obesity I
Male,182,111,33.60287442900553,Obesity II
Male,161,109,41.85300714688603,Obesity II
Male,172,69,23.42181074265999,Overweight
Female,151,55,24.094071155689548,Overweight
Female,156,42,17.463796553502217,Underweight
Female,180,82,25.29139214002487,Obesity I
Male,163,89,33.79759379432493,Obesity II
Male,175,88,28.852464080179946,Obesity I
Male,177,91,29.29875081343606,Obesity I
Male,169,62,21.67946055182201,Normal
Female,147,86,39.50148092847077,Obesity II
Female,170,99,34.451197365040585,Obesity II
Female,147,70,32.24410858385283,Obesity II
Female,151,80,35.02862009265767,Obesity II
Male,164,63,23.593029970462574,Overweight
Male,157,52,21.278667069058187,Normal
Male,186,85,24.556644206797316,Overweight
Male,179,53,16.581778645885663,Underweight
Female,152,49,21.279301551500748,Normal
Male,179,118,36.82780170428446,Obesity II
Male,190,61,16.84202101075634,Underweight
Male,169,57,19.716905318214003,Normal
Female,162,56,21.13285011203816,Normal
Female,169,52,17.95284354904714,Underweight
Female,160,49,19.301367376155053,Normal
Female,177,57,18.315832564798264,Underweight
Female,160,71,27.858422989625527,Obesity I
Male,173,115,38.63959047164369,Obesity II
Male,172,52,17.427270591114983,Underweight
Female,155,91,38.142033869348225,Obesity II
Male,176,68,21.842292500765502,Normal
Male,163,74,27.563297525101397,Obesity I
Female,179,84,26.207551611070166,Obesity I
Male,169,85,29.469597655899012,Obesity I
Female,155,88,36.89137441023765,Obesity II
Female,166,89,32.30697335323638,Obesity II
Female,176,50,16.323961907949204,Underweight
Male,191,118,32.158397450376455,Obesity II
Male,168,55,19.56819767874903,Normal
Female,166,99,35.87151258022112,Obesity II
Male,173,96,32.11939255343874,Obesity II
Male,193,99,26.56293936602541,Obesity I
Female,161,62,23.79094810537355,Overweight
Male,177,94,30.074871935036565,Obesity II
Female,152,86,37.29532791366303,Obesity II
Male,182,60,18.298518032141956,Underweight
Female,152,74,31.950613091613572,Obesity II
Female,164,75,28.010458007350262,Obesity I
Female,166,81,29.383513370743607,Obesity I
Female,165,75,27.4058408376678,Obesity I
Male,189,95,26.563974158764353,Obesity I
Male,176,116,37.578080090913694,Obesity II
Male,193,100,26.754142204129984,Obesity I
Male,160,89,34.52249367393834,Obesity II
Male,193,66,17.747482579676273,Underweight
Female,158,42,16.939305828134476,Underweight
Female,174,61,19.99405366947481,Normal
Male,187,55,15.845144186599104,Underweight
Female,180,96,29.600708769738635,Obesity I
Female,168,76,27.00535615632923,Obesity I
Male,187,116,33.07788284814269,Obesity II
Male,163,55,20.907804427895897,Normal
Male,170,61,21.191834093432693,Normal
Female,177,53,17.061931972814374,Underweight
Male,192,97,26.07660185882691,Obesity I
Female,181,96,29.329862625542304,Obesity I
Male,157,112,45.31987946498521,Obesity II
Female,161,91,35.19251804547837,Obesity II
Female,161,88,33.62208171544281,Obesity II
Female,174,47,15.611941755487047,Underweight
Female,160,58,22.890085856810575,Normal
Male,160,61,23.606225823733663,Overweight
Male,175,55,17.94403717305443,Underweight
Male,169,101,35.62512687606938,Obesity II
Female,153,48,20.38477311199291,Normal
Female,170,47,16.079187520966677,Underweight
Female,155,86,35.72051676259747,Obesity II
Female,181,67,20.541955773719724,Normal
Female,164,62,23.27054585784366,Overweight
Female,178,52,16.404833850084135,Underweight
Female,147,67,30.82358408006172,Obesity II
Male,170,93,31.950417319854004,Obesity II
Male,157,58,23.595384985588694,Overweight
Female,165,53,19.602614539766744,Normal
Female,178,47,14.871937781891889,Underweight
Male,180,68,21.0892855267697,Normal
Male,191,112,30.759334688494565,Obesity II
Male,179,118,36.597442446540335,Obesity II
Male,179,89,27.929434784467052,Obesity I
Male,188,67,19.078593531902094,Normal
Female,174,52,17.270898473594446,Underweight
Female,151,95,41.93814199273239,Obesity II
Female,159,50,19.827941029512324,Normal
Male,180,94,28.93991006286399,Obesity I
Female,162,45,17.155786520953043,Underweight
Female,177,56,18.10990559001002,Underweight
Female,171,48,16.39199018463347,Underweight
Female,163,84,31.537648144473714,Obesity II
Female,157,82,33.62393184058938,Obesity II
Female,164,94,34.833086660876106,Obesity II
Female,152,56,24.406850625198516,Overweight
Female,172,82,27.714151874816675,Obesity I
Male,172,79,26.814975067882614,Obesity I
Male,189,105,29.22805278824087,Obesity I
Male,160,114,44.5407676719007,Obesity II
Male,191,73,20.001099055281962,Normal
Male,185,97,28.411920367149975,Obesity I
Male,160,72,28.40077426467014,Obesity I
Male,190,106,29.52236327838604,Obesity I
Male,182,92,27.82823424315086,Obesity I
Male,187,93,26.554710467753704,Obesity I
Female,149,46,20.921521976519394,Normal
Female,163,62,23.45234717047301,Overweight
Male,189,117,32.905753179821424,Obesity II
Female,151,70,30.61736304180212,Obesity II
Female,175,67,21.920925235034282,Normal
Male,176,104,33.45160256309112,Obesity II
Male,168,76,27.057592538989798,Obesity I
Male,191,114,31.095221662296936,Obesity II
Male,180,56,17.297075639953682,Underweight
Female,148,90,41.4722560937964,Obesity II
Male,172,81,27.31544919210407,Obesity I
Female,159,96,38.02850915818434,Obesity II
Male,192,103,28.09947506107319,Obesity I
Female,180,95,29.43755676988549,Obesity I
Male,183,56,16.51370325017127,Underweight
Male,166,94,34.25731433668218,Obesity II
Male,185,109,31.918084368268996,Obesity II
Male,169,110,38.500809768885205,Obesity II
Male,161,93,35.691169704332246,Obesity II
Female,165,74,27.20654867131262,Obesity I
Male,166,75,27.1571048201232,Obesity I
Female,154,57,24.138771578583516,Overweight
Male,169,64,22.633308004958295,Normal
Female,158,93,37.196896441811894,Obesity II
Male,176,86,27.802283167562983,Obesity I
Male,192,89,24.34902917072663,Overweight
Female,180,92,28.49258826685923,Obesity I
Female,160,96,37.5896482795365,Obesity II
Female,157,71,28.84759177486207,Obesity I
Female,164,100,37.130234740577414,Obesity II
Male,170,108,37.265137073373715,Obesity II
Male,192,95,25.69612573707451,Obesity I
Female,182,82,24.91707936277739,Obesity I
Female,176,95,30.732388567822888,Obesity II
Female,155,95,39.68013364953695,Obesity II
Female,178,65,20.54350354834075,Normal
Female,166,50,18.276176371409278,Underweight
Female,156,55,22.592374969904412,Normal
Female,154,79,33.32068902552638,Obesity II
Male,161,80,31.176323931598397,Obesity II
Male,171,62,21.443613518632453,Normal
Female,181,50,15.201196548809051,Underweight
Female,154,65,27.622495821224025,Obesity I
Male,163,58,22.098304596669937,Normal
Female,151,90,39.601156689240234,Obesity II
Female,167,97,34.79277242895543,Obesity II
Female,178,55,17.3525222146347,Underweight
Female,172,96,32.39176165628191,Obesity II
Female,181,93,28.41377118173887,Obesity I
